68.2749,0,1.60098,0,0.00688542,0.114294,0,0.014581,0.13766,0,0,0,0.00688542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.54498,0,0.0457673,0,0,2.50147,0,0,0,0.00578066,0.0387348,0.108484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44462,0,0,2.04975,0,0.00578066,0,0,0,0,2.50851,0,0,1.75445,0,7.13814,0,0,0,0,2.88082,0,2.82301,0,0,0,0.277913,0,0,0,71
18.7133,0,0,0,0.0373837,0,0.95346,0,0,0,0,0,0,0,0,0.0344868,0.0644656,0,0,0,0,0,0,0,0,0,0,2.05718,0,0,0,0,0,0,0,0,0.0373837,1.14923,0.990843,0,0,0.0307256,0,0.0344868,0,0,0.984185,0,0,0,1.13205,1.09067,0,0.0373837,0,0,0,0,0,1.16096,7.54756,0.0652124,0,0,0,0,2.3078,0,0,0,0,7.65665,0,0,0.95346,0,0.0681092,0,0,0,0,0,0,0.0373837,1.01248,1.97213,0.0373837,7.55597,0,0.0344868,0,51
43.7856,0,0,0,0.497938,0.0502574,0,0,0,1.1902,0,0,0,0,0.136901,0.406118,0.944234,1.93872,0,0,0,0,0,0,0,0,0.0407733,2.23892,0,0,0,1.26328,0.509402,0,0,0,0,0,0,0,0,0,0.994491,0.0923703,0,0.13295,0.0531647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18707,2.15043,0.0407733,0.141288,0,0,0,0,1.14942,0,0.643862,0,0,0,0,0,0,0.0824737,0,0.106916,0.767417,0,0,0,0.298031,0,2.21357,0,0,0,51
210.132,0.174846,3.11461,0,0,3.24925,6.04845,5.35472,8.30778,0,0.247997,0,0,0,0.475802,0,0,2.51329,1.19389,0,0,0,0,0,0,0,0.499644,3.43728,0,0,0.258864,5.30646,0.0257266,0,0,0,0.291298,0.0217339,0,0,0,0.0658112,0.952077,0.211649,0,0,1.46489,0,0,0,0.319868,0.413727,0,0,0,0,0,0,0,0,0.90972,9.81139,2.34928,0.942235,0.4447,0,3.93638,0,0,0.473395,0,16.6641,1.31057,0,0.0528363,0.661723,2.62409,0,0,0,0.228297,1.48373,0,1.8079,0.0501379,0,0,0.010867,0,0.0419693,0,131
44.8275,0,0,0,0,0,0,0,0,4.93114,0,0,0.484426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15114,0,0,0.642112,4.92735,0,0,0,0,0,0,0,0.00515684,0,0.802924,0,0,0,0,0.162157,0,0,0,0,0.512006,0,0,0,0,0,0,0,0,0.153863,0.214199,0.0142133,0,0,0,0.281365,0,0,0,0,0.162157,0.308056,0,0.749254,0,0.444719,0,0,0,0,0,0,0.263338,6.37132,0,0,0,0,0,1,41
108.168,0,0,0,0,0,0,0,0,0.00766087,0.941021,0,0,0,0.456326,3.36055,0,1.95105,0,0.511894,0.228163,0,0,0,0,0,1.1052,0,0,0,0.00766087,4.0438,0.975523,0.228163,0.975523,0,0.948682,4.93329,1.99804,0.941021,0,0,0,0.0121526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39735,1.26048,0,2.77023,0.228163,0,0,0,0,0.953174,0,0.499573,0.043225,0,0,0,0.975523,0,0,0,0.228163,0,0,0,2.77008,1.24691,0,1.95977,0,0,1,61
29.6203,0,0,0,0,0,0,0,0,0.00270105,0,0,0.00683285,0,0,0,0,0.00270105,0,0,0,0,0,0,0,0,0,0.492429,0,0,0.00270105,2.24332,0,0,0,0,0,0,1.03763,0,0,2.83048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84668,0,0.554606,0,0,0,0,0.750751,0.0095339,0,0.669892,0,0,0,0,0,0,0,0,0,3.94299,2.85069,0,0,0,0,1,79
58.2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77988,0.720218,0.967449,0.160312,0,0.435851,0.835758,0,0.417879,1.2193,0,0.559906,0.835758,0,0,0,0,0,0,1.48839,3.85897,0.275539,3.6323,0,0,0,6.00419,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92022,0,0,0,0,0.559906,0,0,0.417879,0.559906,0,0,0,0,0,0,0,0,0,0.578191,0,0.559906,0,0,0,0,0,0,0,0,0.160312,0,0.683006,0,0.528908,1,61
81.0461,2.6166,1.92341,0.239778,0,2.74193,0.037949,0,0,2.6491,0,0,4.04936,0,1.7959,0,0,0.0712422,0,0,0,0,0,0,0,0,0.177932,3.35031,0,0,1.00607,0.866733,0,0,0.037949,0,3.45324,0,0,0.195813,0.0939088,0,0.044943,4.06471,0,0,1.839,0,0,0,0,1.58181,0.0328868,1.07697,0,0,0,0,0,0.0328868,0.968405,2.25689,0.455088,0.0328868,1.01746,0,1.15045,0,0,0,0,2.5894,0,0.0328868,0.453427,0,1.98649,0,0,0,0,0,0,0.655077,4.93993,0.0979065,0,0,0,0,2,61
157.738,0,0,0,0,0,0,0,0,0,0,0,1.38584,0,0,1.1335,0,0.975664,0,0,0,0,0,0,0,0,0.487326,0.246498,0,0,0.13427,13.3573,0,0,0,0,0.0508142,0,0,0.97271,0,0.0638921,0,5.87584,0,22.9249,20.2834,2.33587,1.98217,1.75056,1.76273,0,0,6.9144,0,3.34145,0.0508142,0.372392,0.109032,6.40532,0.738559,16.4694,0,4.671,0.208712,0,23.8656,0,0,0,0,2.92699,0.137615,0,0.319609,0,0.567939,0,0,0,0,0.370992,0,0.154542,0.265004,1.76585,0,0.0926433,0,0.193295,2,61
77.8137,0,0.160275,0,0,0.85082,0,0,0,0.965552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248805,0.347815,0,0,0.737816,0.0944895,0,0,0,0,0.842299,0,0,0,0.510014,0,0.208315,23.4181,0,0,6.06743,0,1.72907,1.93984,13.3201,1.53723,0.704022,18.9739,0.15723,0,0,0.2693,0,4.40791,10.8953,19.1514,0,3.12793,0,0,33.1855,0,0,0,0,3.64863,0,0.419877,0.284976,0,0.0687238,0,4.81508,0,2.72668,2.32379,0,8.02565,0,0.345589,0,0,0,0,2,51
48.6845,0,5.04356,0,0,0,0,0.340793,0.0855463,0,0,0,0,0,0,0,0.0667812,0,0,0,0,0,0,0,0,0,0.651808,0,0,0,0.276409,2.85318,0,0,0,0,0.0477048,0,0,0,0,0,0.0983508,0.641224,0,0,21.2142,0,1.39761,0.134286,8.80223,0,0.445886,22.2393,0,1.69339,0,3.51293,0.938298,3.70415,5.92569,8.94303,0,1.79765,0,0,29.6137,0,0,0,0,0.0954095,0.340793,0.869442,0.0984519,0,1.23349,0,0,0,0,0,0,4.29943,0,3.94957,0,3.84154,0,0,2,61
12.2323,0,0.369422,0.105149,0,0.0246051,0.0220478,0.102783,0,0.302903,0,0,0.00649476,0,0,0,0,0.214307,0.00558472,0,0,0.0120318,0,0,0.0120318,0,0,0.0891565,0,0,0.0583726,0.24484,0,0,0,0,0,0,0.111353,0,0,0,0,1.08434,0,0.0177887,0.00460538,0,0.00557756,0,0,0,0,0,0,0,0,0,0,0.00489196,0.209702,2.42472,0.0970341,0,0.112675,0,0.510231,0,0,0,0,0.111695,0,0,0.311214,0,0.267417,0,0,0,0,0,0,0.688976,1.52512,0.394591,0,0.109237,0,0,3,61
